Query,,,,,,Subject,,,,,,Score,,Identities,,Gaps,,Strand,,Taxonomy,,,,,,,,,Filter,NCBI_16S_ribosomal_RNA_20200305
denovo1707,419,1,1,419,100,"NR_134130.1 Peptoniphilus stercorisuis strain DSM 27563 16S ribosomal RNA, partial sequence",NR_134130.1,1484,342,760,28.23,564.3,0,383/421,90,4/421,0,Plus,Plus,Bacteria; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus; Peptoniphilus stercorisuis,Peptoniphilus stercorisuis,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,,Bacteria,,
denovo1708,419,1,3,419,99.52,"NR_025498.1 Sedimentibacter saalensis strain ZF2 16S ribosomal RNA, partial sequence",NR_025498.1,1434,309,729,29.36,569.9,0,385/422,91,6/422,1,Plus,Plus,Bacteria; Firmicutes; Tissierellia; ; ; Sedimentibacter; Sedimentibacter saalensis,Sedimentibacter saalensis,Sedimentibacter,,,Tissierellia,Firmicutes,,Bacteria,,
denovo1709,419,1,1,418,99.76,"NR_109681.1 Thermoanaerobaculum aquaticum strain MP-01 16S ribosomal RNA, partial sequence",NR_109681.1,1464,326,742,28.48,355.7,0,343/418,82,1/418,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1710,419,3,1,419,100,"NR_114057.1 Azospirillum brasilense strain NBRC 102289 16S ribosomal RNA, partial sequence",NR_114057.1,1265,135,553,33.12,769.3,0,418/419,99,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Azospirillum; Azospirillum brasilense,Azospirillum brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1711,419,2,1,419,100,"NR_102876.1 Bdellovibrio exovorus JSS 16S ribosomal RNA, partial sequence",NR_102876.1,1502,328,749,28.1,411.1,0,360/426,84,11/426,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1712,419,1,1,414,98.81,"NR_044431.1 Streptomyces hypolithicus strain HSM#10 16S ribosomal RNA, partial sequence",NR_044431.1,1499,322,735,27.62,333.5,0,338/416,81,4/416,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1713,419,1,1,419,100,"NR_117613.1 Achromobacter mucicolens strain R-46658 16S ribosomal RNA, partial sequence",NR_117613.1,1507,315,733,27.8,763.8,0,417/419,99,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter; Achromobacter mucicolens,Achromobacter mucicolens,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo1714,419,1,1,419,100,"NR_109429.1 Micromonospora equina strain Y22 16S ribosomal RNA, partial sequence",NR_109429.1,1375,277,695,30.47,708.4,0,407/419,97,0/419,0,Plus,Plus,Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Micromonospora; Micromonospora equina,Micromonospora equina,Micromonospora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,,Bacteria,,
denovo1715,419,3,1,419,100,"NR_146349.1 Lacunisphaera limnophila strain IG16b 16S ribosomal RNA, partial sequence",NR_146349.1,1558,355,771,26.77,396.3,0,357/425,84,14/425,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1716,419,1,1,417,99.52,"NR_118565.1 Methanobrevibacter boviskoreani JH1 16S ribosomal RNA, partial sequence",NR_118565.1,1274,211,626,32.65,226.4,0,325/423,76,13/423,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1717,419,1,119,418,71.6,"NR_132687.1 Arenimonas aquatica strain NA-09 16S ribosomal RNA, partial sequence",NR_132687.1,1456,436,735,20.6,183.9,0,238/305,78,10/305,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1718,419,1,1,419,100,"NR_149251.1 Longimicrobium terrae strain CB-286315 16S ribosomal RNA, partial sequence",NR_149251.1,1413,268,689,29.87,433.2,0,366/428,85,15/428,3,Plus,Plus,Bacteria; Gemmatimonadetes; Longimicrobia; Longimicrobiales; Longimicrobiaceae; Longimicrobium; Longimicrobium terrae,Longimicrobium terrae,Longimicrobium,Longimicrobiaceae,Longimicrobiales,Longimicrobia,Gemmatimonadetes,,Bacteria,,
denovo1719,419,1,1,419,100,"NR_134756.1 Limisphaera ngatamarikiensis strain NGM72.4 16S ribosomal RNA, partial sequence",NR_134756.1,1410,301,719,29.72,392.6,0,353/422,83,6/422,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1720,419,2,1,419,100,"NR_102960.1 Spirochaeta africana DSM 8902 16S ribosomal RNA, partial sequence",NR_102960.1,1525,330,745,27.28,405.5,0,357/423,84,11/423,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1721,419,1,1,419,100,"NR_136421.1 Arcobacter aquimarinus strain W63 16S ribosomal RNA, partial sequence",NR_136421.1,1402,297,715,29.89,769.3,0,418/419,99,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Arcobacter; Arcobacter aquimarinus,Arcobacter aquimarinus,Arcobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,,Bacteria,,
denovo1722,419,5,1,419,100,"NR_157639.1 Clostridium tepidum strain IEH 97212 16S ribosomal RNA, complete sequence",NR_157639.1,1512,338,756,27.71,669.6,0,400/419,95,0/419,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium tepidum,Clostridium tepidum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
denovo1723,419,1,1,419,100,"NR_116009.1 Magnetospirillum bellicus strain VDY 16S ribosomal RNA, partial sequence",NR_116009.1,1460,288,706,28.7,769.3,0,418/419,99,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Magnetospirillum; Magnetospirillum bellicus,Magnetospirillum bellicus,Magnetospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1724,419,1,1,419,100,"NR_116676.1 Dongia mobilis strain LM22 16S ribosomal RNA, partial sequence",NR_116676.1,1458,312,730,28.74,669.6,0,400/419,95,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Dongia; Dongia mobilis,Dongia mobilis,Dongia,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1725,419,1,1,419,100,"NR_042358.1 Mesorhizobium thiogangeticum strain SJT 16S ribosomal RNA, partial sequence",NR_042358.1,1354,255,673,30.95,736.1,0,412/419,98,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium; Mesorhizobium thiogangeticum,Mesorhizobium thiogangeticum,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1726,419,5,1,416,99.28,"NR_115297.1 Leptospira vanthielii serovar Holland strain WaZ Holland 16S ribosomal RNA, partial sequence",NR_115297.1,1422,298,711,29.11,108.2,0,301/420,71,10/420,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1727,419,1,1,414,98.81,"NR_152671.1 Marinifilum albidiflavum strain FB208 16S ribosomal RNA, partial sequence",NR_152671.1,1451,315,728,28.53,538.5,0,374/415,90,2/415,0,Plus,Plus,Bacteria; Bacteroidetes; Bacteroidia; Marinilabiliales; Marinifilaceae; Marinifilum; Marinifilum albidiflavum,Marinifilum albidiflavum,Marinifilum,Marinifilaceae,Marinilabiliales,Bacteroidia,Bacteroidetes,,Bacteria,,
denovo1728,419,2,1,416,99.28,"NR_074100.1 Owenweeksia hongkongensis strain DSM 17368 16S ribosomal RNA, partial sequence",NR_074100.1,1513,331,746,27.5,520,0,375/420,89,8/420,1,Plus,Plus,Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Cryomorphaceae; Owenweeksia; Owenweeksia hongkongensis,Owenweeksia hongkongensis,Owenweeksia,Cryomorphaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,,Bacteria,,
denovo1729,419,1,1,419,100,"NR_156102.1 Racemicystis persica strain MSr11462 16S ribosomal RNA, partial sequence",NR_156102.1,1505,320,738,27.84,603.1,0,389/420,92,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Polyangiaceae; Racemicystis; Racemicystis persica,Racemicystis persica,Racemicystis,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1730,419,2,1,419,100,"NR_074917.1 Haliangium ochraceum strain DSM 14365 16S ribosomal RNA, partial sequence",NR_074917.1,1544,348,770,27.4,529.3,0,380/425,89,8/425,1,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Kofleriaceae; Haliangium; Haliangium ochraceum,Haliangium ochraceum,Haliangium,Kofleriaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1731,419,2,1,414,98.81,"NR_133855.1 Seonamhaeicola aphaedonensis strain AH-M5 16S ribosomal RNA, partial sequence",NR_133855.1,1440,311,724,28.75,433.2,0,356/416,85,4/416,0,Plus,Plus,Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Seonamhaeicola; Seonamhaeicola aphaedonensis,Seonamhaeicola aphaedonensis,Seonamhaeicola,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,,Bacteria,,
denovo1732,419,1,1,419,100,"NR_159152.1 Aeribacillus composti strain N.8 16S ribosomal RNA, partial sequence",NR_159152.1,1486,292,710,28.2,763.8,0,417/419,99,0/419,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Aeribacillus; Aeribacillus composti,Aeribacillus composti,Aeribacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1733,419,2,1,419,100,"NR_074692.1 Thioalkalivibrio sulfidiphilus strain HL-EbGR7 16S ribosomal RNA, partial sequence",NR_074692.1,1526,328,746,27.46,464.6,0,364/420,86,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Thioalkalivibrio; Thioalkalivibrio sulfidiphilus,Thioalkalivibrio sulfidiphilus,Thioalkalivibrio,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo1734,419,1,1,419,100,"NR_112972.1 Aciditerrimonas ferrireducens JCM 15389 strain IC-180 16S ribosomal RNA, partial sequence",NR_112972.1,1483,321,740,28.32,581,0,385/420,91,1/420,0,Plus,Plus,Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Acidimicrobiaceae; Aciditerrimonas; Aciditerrimonas ferrireducens,Aciditerrimonas ferrireducens,Aciditerrimonas,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia,Actinobacteria,,Bacteria,,
denovo1735,419,1,1,419,100,"NR_158045.1 Bacillus iocasae strain S36 16S ribosomal RNA, partial sequence",NR_158045.1,1510,361,802,29.27,523.7,0,393/442,88,23/442,5,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus iocasae,Bacillus iocasae,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1736,419,1,1,419,100,"NR_112829.1 Thioprofundum lithotrophicum strain 106 16S ribosomal RNA, partial sequence",NR_112829.1,1487,328,746,28.18,569.9,0,383/420,91,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Thioprofundaceae; Thioprofundum; Thioprofundum lithotrophicum,Thioprofundum lithotrophicum,Thioprofundum,Thioprofundaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo1737,419,1,1,415,99.05,"NR_043705.1 Desulfoglaeba alkanexedens ALDC 16S ribosomal RNA, partial sequence",NR_043705.1,1495,334,748,27.76,379.7,0,347/417,83,4/417,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1738,419,1,1,418,99.76,"NR_148582.1 Tepidisphaera mucosa strain 2842 16S ribosomal RNA, partial sequence",NR_148582.1,1491,321,738,28.03,357.5,0,344/419,82,2/419,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1739,419,1,1,419,100,"NR_152037.1 Lewinella aquimaris strain HDW-36 16S ribosomal RNA, partial sequence",NR_152037.1,1479,309,726,28.26,479.4,0,369/422,87,7/422,1,Plus,Plus,Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Lewinella; Lewinella aquimaris,Lewinella aquimaris,Lewinella,Lewinellaceae,Saprospirales,Saprospiria,Bacteroidetes,,Bacteria,,
denovo1740,419,4,1,419,100,"NR_114058.1 Azospirillum lipoferum strain NBRC 102290 16S ribosomal RNA, partial sequence",NR_114058.1,1417,288,706,29.57,647.4,0,396/419,94,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Azospirillum; Azospirillum lipoferum,Azospirillum lipoferum,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1741,419,1,1,419,100,"NR_149234.1 Rhizobacter profundi strain DS48-6-5 16S ribosomal RNA, partial sequence",NR_149234.1,1401,279,697,29.91,697.3,0,405/419,96,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; ; Rhizobacter; Rhizobacter profundi,Rhizobacter profundi,Rhizobacter,,Burkholderiales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo1742,419,4,1,419,100,"NR_118645.1 Alicyclobacillus acidoterrestris strain DSM 3922 16S ribosomal RNA, partial sequence",NR_118645.1,1421,310,728,29.49,769.3,0,418/419,99,0/419,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; Alicyclobacillus acidoterrestris,Alicyclobacillus acidoterrestris,Alicyclobacillus,Alicyclobacillaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1743,419,1,1,419,100,"NR_132330.1 Litorilinea aerophila strain PRI-4131 16S ribosomal RNA, partial sequence",NR_132330.1,1543,334,752,27.15,569.9,0,383/420,91,2/420,0,Plus,Plus,Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae; Litorilinea; Litorilinea aerophila,Litorilinea aerophila,Litorilinea,Caldilineaceae,Caldilineales,Caldilineae,Chloroflexi,,Bacteria,,
denovo1744,419,3,1,419,100,"NR_074407.1 Acaryochloris marina MBIC11017 16S ribosomal RNA, partial sequence",NR_074407.1,1501,321,738,27.85,230.1,0,326/424,76,11/424,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1745,419,1,1,419,100,"NR_152017.1 Geodermatophilus pulveris strain BMG 825 16S ribosomal RNA, partial sequence",NR_152017.1,1370,310,728,30.58,669.6,0,400/419,95,0/419,0,Plus,Plus,Bacteria; Actinobacteria; Actinobacteria; Geodermatophilales; Geodermatophilaceae; Geodermatophilus; Geodermatophilus pulveris,Geodermatophilus pulveris,Geodermatophilus,Geodermatophilaceae,Geodermatophilales,Actinobacteria,Actinobacteria,,Bacteria,,
denovo1746,419,2,1,419,100,"NR_074927.1 Anaeromyxobacter dehalogenans strain 2CP-1 16S ribosomal RNA, partial sequence",NR_074927.1,1545,344,773,27.83,462.8,0,372/430,86,11/430,2,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Anaeromyxobacteraceae; Anaeromyxobacter; Anaeromyxobacter dehalogenans,Anaeromyxobacter dehalogenans,Anaeromyxobacter,Anaeromyxobacteraceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1747,419,1,1,419,100,"NR_108115.1 Rhizomicrobium electricum strain Mfc52 16S ribosomal RNA, partial sequence",NR_108115.1,1423,293,711,29.44,608.7,0,389/419,92,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Rhizomicrobium; Rhizomicrobium electricum,Rhizomicrobium electricum,Rhizomicrobium,Micropepsaceae,Micropepsales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1748,419,1,1,393,93.79,"NR_134756.1 Limisphaera ngatamarikiensis strain NGM72.4 16S ribosomal RNA, partial sequence",NR_134756.1,1410,301,692,27.8,320.6,0,327/400,81,15/400,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1749,419,2,1,419,100,"NR_074231.1 Legionella pneumophila strain Philadelphia 1 16S ribosomal RNA, partial sequence",NR_074231.1,1475,340,758,28.41,691.8,0,404/419,96,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella; Legionella pneumophila,Legionella pneumophila,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo1750,419,2,1,419,100,"NR_074927.1 Anaeromyxobacter dehalogenans strain 2CP-1 16S ribosomal RNA, partial sequence",NR_074927.1,1545,344,772,27.77,523.7,0,383/430,89,12/430,2,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Anaeromyxobacteraceae; Anaeromyxobacter; Anaeromyxobacter dehalogenans,Anaeromyxobacter dehalogenans,Anaeromyxobacter,Anaeromyxobacteraceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1751,419,2,1,419,100,"NR_102876.1 Bdellovibrio exovorus JSS 16S ribosomal RNA, partial sequence",NR_102876.1,1502,328,746,27.9,747.2,0,414/419,98,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Oligoflexia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio; Bdellovibrio exovorus,Bdellovibrio exovorus,Bdellovibrio,Bdellovibrionaceae,Bdellovibrionales,Oligoflexia,Proteobacteria,,Bacteria,,
denovo1752,419,1,143,416,65.39,"NR_044023.1 Azospira restricta strain SUA2 16S ribosomal RNA, partial sequence",NR_044023.1,1482,463,736,18.49,147,0,209/274,76,0/274,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1753,419,2,1,419,100,"NR_156102.1 Racemicystis persica strain MSr11462 16S ribosomal RNA, partial sequence",NR_156102.1,1505,320,738,27.84,536.6,0,377/420,89,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Polyangiaceae; Racemicystis; Racemicystis persica,Racemicystis persica,Racemicystis,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1754,419,1,1,419,100,"NR_115225.1 Chthoniobacter flavus Ellin428 16S ribosomal RNA, partial sequence",NR_115225.1,1360,324,742,30.81,470.2,0,368/423,86,8/423,1,Plus,Plus,Bacteria; Verrucomicrobia; Spartobacteria; Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter; Chthoniobacter flavus,Chthoniobacter flavus,Chthoniobacter,Chthoniobacteraceae,Chthoniobacterales,Spartobacteria,Verrucomicrobia,,Bacteria,,
denovo1755,419,4,1,419,100,"NR_114057.1 Azospirillum brasilense strain NBRC 102289 16S ribosomal RNA, partial sequence",NR_114057.1,1265,135,553,33.12,597.6,0,387/419,92,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Azospirillum; Azospirillum brasilense,Azospirillum brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1756,419,4,1,419,100,"NR_135725.1 Pseudomonas guguanensis strain CC-G9A 16S ribosomal RNA, partial sequence",NR_135725.1,1483,317,735,28.25,708.4,0,407/419,97,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas guguanensis,Pseudomonas guguanensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo1757,419,2,1,419,100,"NR_113973.1 Pseudoxanthomonas mexicana strain NBRC 101034 16S ribosomal RNA, partial sequence",NR_113973.1,1470,314,732,28.5,774.9,0,419/419,100,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas; Pseudoxanthomonas mexicana,Pseudoxanthomonas mexicana,Pseudoxanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo1758,419,1,1,419,100,"NR_041499.1 Flavisolibacter ginsengiterrae strain Gsoil 492 16S ribosomal RNA, partial sequence",NR_041499.1,1540,327,745,27.21,702.8,0,406/419,96,0/419,0,Plus,Plus,Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavisolibacter; Flavisolibacter ginsengiterrae,Flavisolibacter ginsengiterrae,Flavisolibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,,Bacteria,,
denovo1759,419,1,1,419,100,"NR_134120.1 Paludibaculum fermentans strain P105 16S ribosomal RNA, partial sequence",NR_134120.1,1413,313,731,29.65,653,0,397/419,94,0/419,0,Plus,Plus,Bacteria; Acidobacteria; Acidobacteriia; Bryobacterales; Bryobacteraceae; Paludibaculum; Paludibaculum fermentans,Paludibaculum fermentans,Paludibaculum,Bryobacteraceae,Bryobacterales,Acidobacteriia,Acidobacteria,,Bacteria,,
denovo1760,419,1,1,419,100,"NR_125455.1 Hydrogenispora ethanolica strain LX-B 16S ribosomal RNA, partial sequence",NR_125455.1,1443,318,736,29.04,669.6,0,400/419,95,0/419,0,Plus,Plus,Bacteria; Firmicutes; ; ; ; Hydrogenispora; Hydrogenispora ethanolica,Hydrogenispora ethanolica,Hydrogenispora,,,,Firmicutes,,Bacteria,,
denovo1761,419,1,1,419,100,"NR_148573.1 Nitrospira lenta strain BS10 16S ribosomal RNA, partial sequence",NR_148573.1,1499,339,757,27.95,741.6,0,413/419,98,0/419,0,Plus,Plus,Bacteria; Nitrospirae; Nitrospira; Nitrospirales; Nitrospiraceae; Nitrospira; Nitrospira lenta,Nitrospira lenta,Nitrospira,Nitrospiraceae,Nitrospirales,Nitrospira,Nitrospirae,,Bacteria,,
denovo1762,419,1,1,419,100,"NR_043101.1 Sporacetigenium mesophilum strain ZLJ115 16S ribosomal RNA, partial sequence",NR_043101.1,1495,318,736,28.03,736.1,0,412/419,98,0/419,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Sporacetigenium; Sporacetigenium mesophilum,Sporacetigenium mesophilum,Sporacetigenium,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
denovo1763,419,3,1,419,100,"NR_109650.1 Micromonospora avicenniae strain 268506 16S ribosomal RNA, partial sequence",NR_109650.1,1477,325,743,28.37,686.2,0,403/419,96,0/419,0,Plus,Plus,Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Micromonospora; Micromonospora avicenniae,Micromonospora avicenniae,Micromonospora,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,,Bacteria,,
